GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,Comments
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ISL,Iceland,, 5 [ 3 -  7],5,3,7,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,QAT,Qatar,, 29 [ 18 -  43],29,18,43,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ALB,Albania,, 43 [ 33 -  56],43,33,56,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EUR,Europe,,ALB,Albania,, 56 [ 46 -  69],56,46,69,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EUR,Europe,,SWE,Sweden,, 5 [ 5 -  6],5,5,6,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BRA,Brazil,, 44 [ 36 -  54],44,36,54,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,PNG,Papua New Guinea,, 640 [ 330 - 1 300],640,330,1300,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,France,, 89 [ 82 -  96],89,82,96,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,VUT,Vanuatu,, 225 [ 126 -  406],225,126,406,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,BGD,Bangladesh,,5 500 [3 900 - 8 800],5500,3900,8800,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,SDN,Sudan,,4 100 [2 800 - 5 700],4100,2800,5700,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EUR,Europe,,HRV,Croatia,, 10 [ 8 -  12],10,8,12,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EUR,Europe,,LUX,Luxembourg,, 12 [ 9 -  15],12,9,15,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,EUR,Europe,,BEL,Belgium,, 9 [ 7 -  13],9,7,13,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,FJI,Fiji,, 30 [ 23 -  41],30,23,41,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AMR,Americas,,CUB,Cuba,, 43 [ 39 -  47],43,39,47,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AMR,Americas,,CHL,Chile,, 160 [ 150 -  180],160,150,180,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AFR,Africa,,CMR,Cameroon,, 728 [ 566 -  926],728,566,926,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,LSO,Lesotho,, 649 [ 492 -  861],649,492,861,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,PER,Peru,, 68 [ 54 -  80],68,54,80,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,AGO,Angola,, 924 [ 472 - 1 730],924,472,1730,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,BWA,Botswana,, 311 [ 261 -  361],311,261,361,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AMR,Americas,,GRD,Grenada,, 1 [  -  1],1,0,1,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FIN,Finland,, 3 [ 2 -  3],3,2,3,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BRB,Barbados,, 27 [ 19 -  37],27,19,37,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,ROU,Romania,, 31 [ 22 -  44],31,22,44,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AMR,Americas,,GUY,Guyana,, 171 [ 141 -  197],171,141,197,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,EUR,Europe,,UKR,Ukraine,, 120 [ 91 -  160],120,91,160,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AFR,Africa,,NER,Niger,,5 400 [4 000 - 7 400],5400,4000,7400,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,POL,Poland,, 3 [ 2 -  4],3,2,4,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AMR,Americas,,ECU,Ecuador,, 210 [ 190 -  240],210,190,240,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,OMN,Oman,, 21 [ 17 -  27],21,17,27,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZWE,Zimbabwe,, 590 [ 534 -  664],590,534,664,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,VNM,Viet Nam,,2 700 [1 800 - 3 700],2700,1800,3700,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,LKA,Sri Lanka,, 200 [ 180 -  220],200,180,220,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BOL,Bolivia (Plurinational State of),, 206 [ 140 -  351],206,140,351,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,India,, 556 [ 445 -  685],556,445,685,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,MAR,Morocco,, 317 [ 241 -  387],317,241,387,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,, 197 [ 136 -  307],197,136,307,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,KWT,Kuwait,, 7 [ 6 -  8],7,6,8,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MMR,Myanmar,,3 600 [2 700 - 4 700],3600,2700,4700,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ISL,Iceland,,  [  -  ],0,0,0,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BGD,Bangladesh,, 399 [ 322 -  496],399,322,496,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AFR,Africa,,STP,Sao Tome and Principe,, 330 [ 202 -  527],330,202,527,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EUR,Europe,,BEL,Belgium,, 9 [ 8 -  11],9,8,11,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AFR,Africa,,UGA,Uganda,, 343 [ 247 -  493],343,247,493,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,GRC,Greece,, 4 [ 3 -  4],4,3,4,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EUR,Europe,,NOR,Norway,, 7 [ 6 -  8],7,6,8,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,NZL,New Zealand,, 7 [ 5 -  9],7,5,9,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,HUN,Hungary,, 17 [ 12 -  22],17,12,22,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AFR,Africa,,ERI,Eritrea,,1 590 [1 160 - 2 150],1590,1160,2150,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MUS,Mauritius,, 40 [ 33 -  49],40,33,49,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,, 78 [ 73 -  83],78,73,83,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AMR,Americas,,GUY,Guyana,, 210 [ 185 -  241],210,185,241,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CPV,Cabo Verde,, 83 [ 45 -  162],83,45,162,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,CAF,Central African Republic,,1 600 [1 200 - 2 100],1600,1200,2100,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,EUR,Europe,,NLD,Netherlands,, 12 [ 9 -  16],12,9,16,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EUR,Europe,,UKR,Ukraine,, 290 [ 260 -  330],290,260,330,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,BGD,Bangladesh,,21 000 [17 000 - 27 000],21000,17000,27000,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,MNG,Mongolia,, 44 [ 35 -  55],44,35,55,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,BHR,Bahrain,, 15 [ 12 -  19],15,12,19,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,TON,Tonga,, 97 [ 50 -  190],97,50,190,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AFR,Africa,,SSD,South Sudan,, 789 [ 523 - 1 150],789,523,1150,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,COM,Comoros,, 110 [ 73 -  170],110,73,170,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AMR,Americas,,PRY,Paraguay,, 230 [ 200 -  250],230,200,250,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,ISR,Israel,, 5 [ 4 -  6],5,4,6,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,EUR,Europe,,FRA,France,, 15 [ 13 -  16],15,13,16,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,MDV,Maldives,, 5 [ 3 -  8],5,3,8,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,COG,Congo,, 550 [ 380 -  780],550,380,780,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AFR,Africa,,BDI,Burundi,,2 800 [2 000 - 3 800],2800,2000,3800,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,EUR,Europe,,RUS,Russian Federation,, 750 [ 670 -  850],750,670,850,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,EUR,Europe,,ISL,Iceland,, 3 [ 2 -  6],3,2,6,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,EUR,Europe,,UKR,Ukraine,, 34 [ 30 -  39],34,30,39,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MRT,Mauritania,, 813 [ 596 - 1 100],813,596,1100,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ETH,Ethiopia,,11 000 [7 900 - 18 000],11000,7900,18000,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,1990,1990,,AMR,Americas,,ARG,Argentina,, 72 [ 64 -  80],72,64,80,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,, 8 [ 5 -  13],8,5,13,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,SUR,Suriname,, 155 [ 110 -  220],155,110,220,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AMR,Americas,,ECU,Ecuador,, 570 [ 500 -  650],570,500,650,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,VUT,Vanuatu,, 144 [ 73 -  276],144,73,276,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,MOZ,Mozambique,,8 700 [6 200 - 12 000],8700,6200,12000,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,EMR,Eastern Mediterranean,,IRN,Iran (Islamic Republic of),, 340 [ 280 -  410],340,280,410,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,CHN,China,,25 000 [21 000 - 30 000],25000,21000,30000,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,AMR,Americas,,VCT,Saint Vincent and the Grenadines,, 2 [ 1 -  2],2,1,2,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,India,,45 000 [36 000 - 56 000],45000,36000,56000,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,CUB,Cuba,, 39 [ 33 -  47],39,33,47,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WSM,Samoa,, 5 [ 3 -  10],5,3,10,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=26,PUBLISHED,Published,,2015,2015,,AMR,Americas,,COL,Colombia,, 64 [ 56 -  81],64,56,81,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,1990,1990,,AFR,Africa,,STP,Sao Tome and Principe,, 15 [ 9 -  24],15,9,24,
MORT_MATERNALNUM,Number of maternal deaths,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4622,PUBLISHED,Published,,2015,2015,,AMR,Americas,,PER,Peru,, 420 [ 330 -  490],420,330,490,
